,Perpetrator Capacity,Aggressiveness,Anger,Autonomy violation,Betrayal,Callousness,Challenge authority,Coldness,Contempt,Vice Investment,Deception,Deliberateness,Lust,Disgust,Disrupt social order,Fairness violation,Guilt,Harm to life,Harm to others,Harm to property,Harm to society,Harm to the environment,Harm to the self,Hate,Hedonism,Impulsivity,Injustice,Irresponsibility,Norm violation,Oppression,Perceived harm,Psychological harm,Self-indulgence,Selfish,Sense of dirtiness,Sexual relevance,Shame,Premeditation,Risk,Unjust-gain
Detain illegally,0.453538647207038,0.677130313094273,1.53780564014894,1.18876854755845,1.11136929288649,0.861123773018254,0.226908895419383,1.42484912262712,0.822522584999008,0.73259492195426,0.636288008486055,-0.431640530284817,-0.311330368556379,0.321317966381468,1.71467337861846,1.33574425533417,1.30483664780437,1.14246744994232,1.29172039104272,-0.732912276670281,0.224967274155079,-0.418946682927038,-1.38314686231503,1.32108192619546,-1.1497312915388,0.638451918977107,2.00038462694523,0.802369692780534,1.5471575429778,1.48186768644065,1.75729695538263,1.54857006667947,-1.20608587523471,-0.570144319236345,0.502699410608101,0.001766810866505,1.21654141120548,0.178256231073457,0.586104781965355,-0.718428657658624
Distribute obscenities,-0.550768093546212,-0.896909621914436,-0.676672174904938,-1.09475841170314,-0.0678928667237228,-1.0955325990273,0.481033742167969,-0.934194858288714,-1.21723403402146,-0.132845033100979,-0.243496224636959,-0.875905592761685,0.014171866543583,-0.461872372823537,-0.0434685433818704,-0.894512852177603,-0.0705370210151739,-1.14228925164805,-0.0961309901663138,0.372075583175012,-0.814840817888,-0.602188900889264,0.168667224502183,-0.138377912948932,0.696229618902876,-0.560107542235081,-0.659640061767083,-0.252854305773355,-0.14390637888323,-0.382009126965264,0.0994199870831051,0.465446544850652,-0.311350892277111,-0.3651585304739,0.113672219612181,1.86344000577444,0.135029430274877,0.340194106961294,-0.199538962012035,0.577910015609694
Domestic violence,-0.378152872479247,1.74773237415283,1.44357254163601,0.32873891355084,1.99396172680861,0.69400721455173,-0.453489887810704,0.779640512462103,0.39602801920382,-0.426476446423292,-0.823643798652861,0.364334373319571,-0.595101547874296,0.482800510547448,-0.505738617700923,0.563476122583825,0.486161844935595,1.75979725510741,1.3044529725217,-0.0713734921576387,-0.254376881751305,-0.171569688678032,-0.185808074516977,1.2696352899362,-0.385885397562932,1.54035795872648,0.964011371602771,1.04537080285761,0.432951874835719,0.395155056716354,1.17083707543994,1.44541544555291,-0.429523437196039,-0.822434520790124,1.04428628434752,0.843669975442706,0.941730989821472,-0.787142644411723,0.695221968628882,-1.17661732665863
Dope in sports,-0.0486147231695869,-0.297882278226911,-0.8651383719308,0.276840573567622,1.58604085398746,-0.851820951263617,1.7270652488062,-0.161288710695208,1.16557256183427,0.230330662323987,1.52882273774129,1.012220922765,0.364712735112773,0.143687167798889,0.396066937118212,0.743228187965371,-0.0377900289004229,0.257840203365549,-1.10200492700589,-0.652946049970951,-0.217504254373891,-0.886214338730715,1.90165757526252,-1.49223676187694,0.879234364334594,-0.132050591802157,-0.195191306595092,-0.752171655246803,0.2195933426383,-1.41603265949081,-0.686285877711909,-0.198611328651539,1.07295606248747,1.38510474280544,-0.130423272777417,-0.680056174529714,0.808758205280824,0.944346951619762,0.993475612175854,0.706426349597502
Drug abuse,-0.205537651412282,-1.02436224823093,-0.511764252507309,-0.0716197091768406,-1.10623690663209,-1.46458166564087,-1.54376745611916,-0.947636704333819,-0.160269240529036,1.43576488543664,-0.128741759447001,-0.0429086006175574,2.30937993455614,0.539319401005541,-0.672458972373368,-0.921142787789684,-0.889211823883952,0.130555707455222,-0.688196028938975,-0.282193544364964,0.0774767646454226,0.937045729993436,2.46881805369318,-0.470073330936295,2.11252721398313,1.6199964611326,-0.870753132299806,0.329682601945669,0.116865160469172,-0.388595264115109,-0.190050594683479,0.15598268147099,1.9086047729856,-0.609564663229123,1.21972991950254,0.24485152739907,0.604866602318498,-0.731087225835165,1.16078863172659,-1.1430913264879
Drunk-driving,-0.92738312132868,-0.234155965068664,0.446272249040822,1.06272972188492,-0.238477958994383,0.0255409806856338,0.956493132858873,-0.215056094875626,0.266225325266153,0.29214780197079,-0.67063784506625,0.817854957931374,-0.953988627599895,1.00761877908688,0.26723757214405,0.483586315747583,1.01011371877161,0.626965241505497,1.15166199477392,0.611974263273003,1.03616507645819,0.414805408801091,2.05132492373728,-1.05900193021998,-0.481366134309915,2.23918581734023,-0.440850152305897,1.48144128806442,1.13940568144495,-0.408353675564641,1.24602423953516,0.575048329797616,0.600265882811758,-0.664753144819012,0.083160283063481,-0.460687040097887,0.968325546729601,-1.24181437286603,1.00802457039766,-1.193380326744
Electoral fraud,0.602615429037599,-0.463570692438354,0.68970775353256,-0.0345494663316849,0.785032594629579,0.213547108960473,1.35817434223567,0.510803591560014,1.41590632871405,1.08031633246753,1.19093459023752,1.03073196703487,0.448174846676866,1.09643417837817,1.67678238892018,1.08941735092242,0.658083553538038,-0.340396927412987,0.0630262783209606,0.662861862081668,1.6777487928252,0.0666451946728617,-0.311843736390455,0.755168927343555,-0.592760327181395,0.256187107427705,-0.0877155615966144,0.504443674261376,-0.112297707446575,1.29086970909517,-0.393055937740564,-0.811091891590452,-1.57748530212276,0.86475620210077,1.40280153879474,-0.970572055263755,-0.715996390785269,1.11874158719128,0.833437071736015,0.192361013646272
Engage in espionage,1.94430646551264,0.454088217040407,0.407008457993767,0.996003284763641,1.95687801109759,0.937718862315411,1.27619858522,0.174757440432403,0.989411762918865,1.18076918439358,1.31206430349359,1.2250979318685,0.514944535928141,0.611986545880232,0.653725667066537,0.756543155771412,-0.136031005244676,0.245111753774517,1.18985973921086,0.313918327393681,1.29427346810009,0.0574830837747503,1.64958625151556,-0.677213734822281,0.545051785720153,-1.45205876918369,-0.832368937657493,0.103325403517706,0.978201457118013,0.684945091309499,0.554302329859166,0.523471019234339,0.48209333789283,0.596697862949881,1.45619742775497,-0.674127279004529,0.525082931594109,1.42393219944143,1.6118063366025,1.35459568623166
Engage in group fight,-0.260460676297225,1.53743554073061,-0.17409564950264,-0.768540274665766,-1.65507589915508,0.0882096901105803,-1.14208624674236,-0.766171782724909,-1.18014755003927,-0.913286421141864,-1.45479335719763,-2.35678913435124,-1.12925906188449,-1.09165429507086,0.373332343299243,-1.14749724049237,-0.561741902736441,0.894262682917183,0.234916128287217,-1.1182040962216,-0.357620238408065,0.112455749163418,2.3349051629526,1.25609670144692,-1.23725530022353,1.08243656989126,0.365217935182683,0.812356039770003,0.401343203399064,-0.382009126965264,0.6182114193401,-0.894905021255777,-0.581459566377518,-1.86313160219946,-0.214331098286341,-0.946856473163017,-0.432321117098554,-1.86465235705002,0.0405188486477229,-1.36101032759766
Engage in group orgy,0.218154254842995,-0.775829626913766,-0.17409564950264,-1.39873440303341,0.488362868941474,-0.0928332482281542,0.366267682346027,0.0336180569588062,-0.0397381675869167,-0.333750736953088,-0.441128914686333,-0.551962318038969,0.17274987851536,0.256724948715076,0.183877394807828,-1.54028879077056,0.723577537767541,0.162376831432804,-0.210724223477151,0.0740196472956894,-0.121635423192614,0.478940185087871,-0.398493253928472,-1.10638698993246,0.600748882155893,1.28153282590657,-2.04147106889036,-0.951898595036183,-0.586427778996396,0.0724343363739869,-1.54717890660214,-0.243741475394406,0.389243481170816,-0.530723975243567,0.685771029900299,1.00967905014787,0.0020566457342285,-0.0272803037072585,-0.279558232231955,-0.645788990622037
Evade taxes,-0.417383604539921,-0.896909621914436,-0.982929745071964,-0.66474359469933,0.429028923803853,-2.18875341899581,1.36637191793724,-1.6533336217018,-0.447689491391011,0.28442065951494,0.814794954337102,-0.190996954776514,-0.386446268964063,-1.17239556715385,0.259659374204394,-0.20879201016652,-0.217898485531554,-1.29503064674044,-0.936481367779123,-0.57297982327162,-0.0257665920113369,-0.721296342564711,-0.847495299352741,-0.734075806477257,-0.473409406247667,-0.261463158212111,-1.10105830015369,0.171565441279077,-1.15538386485618,-1.64654745973535,-1.8967992196449,-1.90710974106009,-0.167855659161271,0.494204968568658,-1.01526943268971,-0.988358741839308,-0.405726560190424,0.178256231073457,-0.163166566457526,0.952283684182872
Extortion,0.900768992698719,0.116338757301696,0.60332741322904,0.825480167675925,-0.609315116104514,0.47814832653247,0.0711549570896041,0.537687283650223,0.479472608163748,0.5239620756463,0.757417721742123,0.160712886351006,0.39809757973841,-0.67987380744761,0.168720998928514,0.843090446510675,0.379734120562654,-0.486774097709863,0.413172268992965,1.53522069880164,-0.497736222442239,0.0483209728766389,-0.611178433339968,0.572397982738274,-0.385885397562932,0.146684166619282,0.139518870685881,-0.444259289738176,0.764842924920594,0.63884213126059,-0.435160749633886,0.284925957879183,-0.404200748999126,0.407480211784547,-0.839825797534684,-0.187957845939399,-0.0334027634766107,0.52704550221649,-0.184990003790232,1.11432601834141
Failure to support parents,-0.833229364383063,-0.67386752586057,-0.0641570345708871,-0.360767603369054,0.191693143253369,-0.211207477141942,-0.109191708344877,0.309175900883448,-0.957628646146128,-0.921013563597715,-1.32091314780935,-0.69079515006299,-1.71349384283314,-0.510317136073331,-1.06652526523551,-1.34722175758298,0.273306396189713,-0.505866772096412,-0.433544399359336,-0.536631538408288,-0.755844614084138,-0.43727090472326,-1.58007758399234,1.28046616072762,-1.38047640534401,-1.1414686097998,-0.827762834300415,0.932192203643631,-1.22176207487316,-0.177838875320093,-0.958463411736594,-0.0696680522433461,-1.64501247064787,0.770147376518103,-0.717778051339885,-0.893496413436356,-0.272753775649776,-1.32901169065179,-1.48712176464165,-0.332879655695202
False advertising,0.0298467409517607,-0.208665439805365,-0.244770473387338,-0.620259303285144,1.28195438515715,-0.447955934969518,0.644985256199315,-0.409962862529641,-0.892727299177295,0.485326363367049,1.40131777641911,-0.265041131855991,-0.962334838756305,-0.760615079530601,-0.960430494080319,-0.0756423321061158,0.142318427730708,-1.04046165491978,-0.548137632670173,0.437502495929009,0.652689751733084,0.149104192755863,0.074140478097074,-0.441642295108806,-1.59530806302472,-0.962281979386015,-0.962875199441358,-0.455910027892557,-1.17434906771817,-0.533490281411681,-0.182531878273957,-0.611229813157754,-1.45931275720384,0.194610354223546,-0.0541434314056676,-0.715629547680821,0.250272510210104,0.371336006170494,-0.490518126448106,1.27078068580483
Falsely accuse,0.304461865376478,-0.304254909542736,0.650443962485506,0.106317456479906,0.777615851487376,1.09090904090972,-0.215760192465252,1.23666327799565,1.39736308672296,-0.349205021864789,1.42681876868355,-0.440896052419752,0.940601304905014,0.167909549423786,0.388488739178556,1.27582690020699,0.314240136333152,-0.652243942393288,0.508666630085329,-0.369429428036961,-0.763219139559621,-0.290677130353479,-0.524528915801951,1.1342494050434,-1.19747165991229,-0.209698131648129,-0.072361883739689,1.3616051241908,0.485106182706199,1.34355880629392,-0.738916892578561,0.600836985079254,-0.488609709655503,0.249798835813435,-0.206703114149166,0.203349258722778,0.950595842124182,-0.220360078804295,-0.475969168226302,0.253825347292615
Fight,0.532000111328386,1.78596816204778,1.04308187295605,0.239770330722467,-0.742816492664161,0.401553237235313,-0.519070493423242,0.0268971339362541,-0.123182756546845,0.763503491777661,-0.715264581529011,-1.10729364613505,-0.720294715220435,-0.0339436307836892,0.600678281488941,0.456956380135502,0.0195172073003918,1.51159248808227,1.13892941329494,-0.75472124758828,-0.247002356275822,-0.693810009870377,1.27147926589513,-0.195916914028373,-0.521149774621158,0.674289245059864,-0.049331366954301,-0.810425346018706,-0.657547289728869,0.3424659595176,0.734751523687686,-0.288871622137273,-1.0035043696594,-0.49130363125079,-0.229587066560691,-0.982429846314124,-0.441185969401263,0.414934665063373,1.23353342283561,-1.22131866021961
Flattery,-0.385999018891382,-1.71897906165583,-2.70268379293295,-1.56925752012113,-1.9739958542698,-1.51332399519361,-1.86347290848028,-2.17084469443832,-2.49671773140703,-1.52373067515404,-0.300873457231939,-0.561217840173903,-0.30298415739997,-2.45618179327339,-1.90770523653739,-1.97302524446688,-2.91133858696983,-1.38412979387767,-1.98691933979513,-1.49622625880025,-1.64078767114208,-1.01448389130427,-1.33588348911247,-2.05408818418207,-0.433625765936424,-1.2519670318883,-0.855399454442881,-3.10728515359657,-2.61333383487188,-1.79802861418177,-0.919366086407081,-2.1134189833132,-1.12167691457833,-0.530723975243567,-1.61788017952653,1.14011475170193,-2.04572423619174,-0.737315605677004,-2.5128233192788,0.175598013560906
