,Perpetrator Capacity,Aggressiveness,Anger,Autonomy violation,Betrayal,Callousness,Challenge authority,Coldness,Contempt,Vice Investment,Deception,Deliberateness,Lust,Disgust,Disrupt social order,Fairness violation,Guilt,Harm to life,Harm to others,Harm to property,Harm to society,Harm to the environment,Harm to the self,Hate,Hedonism,Impulsivity,Injustice,Irresponsibility,Norm violation,Oppression,Perceived harm,Psychological harm,Self-indulgence,Selfish,Sense of dirtiness,Sexual relevance,Shame,Premeditation,Risk,Unjust-gain
Intimidation,17.3333333333333,66.5,67.5,57.1666666666667,33.5,69.0,52.6666666666667,57.6666666666667,70.1666666666667,26.3333333333333,23.1666666666667,60.1666666666667,60.3333333333333,39.3333333333333,46.1666666666667,66.8333333333333,51.0,23.5,54.5,39.5,18.8333333333333,5.5,23.6666666666667,50.3333333333333,30.3333333333333,50.1666666666667,69.3333333333333,49.0,42.8333333333333,83.6666666666667,44.6666666666667,67.8333333333333,58.0,53.3333333333333,19.8333333333333,26.6666666666667,45.3333333333333,24.0,42.8333333333333,44.8333333333333
Invade homes,58.3333333333333,61.5,59.1666666666667,65.6666666666667,31.6666666666667,31.1666666666667,44.0,51.8333333333333,39.0,54.0,48.1666666666667,72.8333333333333,36.1666666666667,53.8333333333333,38.8333333333333,68.8333333333333,60.0,25.3333333333333,42.0,70.1666666666667,50.5,14.3333333333333,21.1666666666667,64.0,28.6666666666667,44.3333333333333,80.0,93.8333333333333,68.8333333333333,23.0,65.5,45.3333333333333,38.1666666666667,68.3333333333333,35.0,23.0,47.3333333333333,46.3333333333333,80.0,44.8333333333333
Kidnap,74.5,70.5,83.1666666666667,77.0,78.1666666666667,97.3333333333333,67.3333333333333,91.6666666666667,59.5,92.5,82.8333333333333,92.8333333333333,59.6666666666667,91.3333333333333,59.3333333333333,83.3333333333333,88.0,77.3333333333333,91.3333333333333,65.0,62.8333333333333,34.6666666666667,20.3333333333333,70.1666666666667,55.5,40.0,98.6666666666667,93.3333333333333,86.5,93.0,98.6666666666667,95.3333333333333,42.6666666666667,81.8333333333333,60.5,39.3333333333333,73.1666666666667,82.6666666666667,83.6666666666667,85.8333333333333
leave someone dead,46.3333333333333,46.0,59.3333333333333,59.8333333333333,53.3333333333333,98.0,27.3333333333333,71.6666666666667,66.1666666666667,45.3333333333333,41.5,66.5,33.8333333333333,69.6666666666667,71.5,67.5,75.3333333333333,87.3333333333333,94.8333333333333,36.8333333333333,45.6666666666667,12.1666666666667,28.6666666666667,64.5,31.5,61.3333333333333,63.0,88.5,76.8333333333333,31.8333333333333,50.8333333333333,70.0,39.1666666666667,40.5,22.3333333333333,17.1666666666667,77.6666666666667,43.1666666666667,75.0,34.3333333333333
Litter,7.33333333333333,1.66666666666667,17.0,57.0,12.0,15.3333333333333,15.5,13.3333333333333,26.1666666666667,10.6666666666667,5.33333333333333,58.3333333333333,7.0,20.5,15.8333333333333,16.6666666666667,12.3333333333333,27.3333333333333,24.1666666666667,24.8333333333333,45.6666666666667,86.0,3.83333333333333,8.2,1.0,65.4,22.8333333333333,78.8,30.4,6.16666666666667,50.6666666666667,15.8333333333333,6.0,12.5,34.6666666666667,0.166666666666667,13.8333333333333,7.0,5.33333333333333,1.16666666666667
Mislead others intentionally,49.8333333333333,45.6666666666667,71.3333333333333,38.6666666666667,71.3333333333333,73.8333333333333,45.8333333333333,76.1666666666667,54.0,42.1666666666667,83.0,82.0,45.6666666666667,61.3333333333333,59.0,66.6666666666667,44.5,29.3333333333333,58.3333333333333,26.1666666666667,69.6666666666667,18.0,14.6666666666667,31.8333333333333,41.6666666666667,25.3333333333333,41.0,45.3333333333333,65.0,50.8333333333333,31.1666666666667,41.6666666666667,38.8333333333333,74.8333333333333,42.8333333333333,14.6666666666667,71.3333333333333,68.8333333333333,55.5,76.0
Mock disabilities,18.1666666666667,56.1666666666667,69.0,76.0,28.0,81.0,19.3333333333333,74.3333333333333,58.8333333333333,13.5,36.5,65.5,20.6666666666667,81.0,35.3333333333333,94.3333333333333,67.6666666666667,22.3333333333333,76.0,6.66666666666667,56.1666666666667,11.0,5.83333333333333,85.3333333333333,33.1666666666667,66.0,62.0,86.3333333333333,50.3333333333333,53.0,65.6666666666667,77.5,49.6666666666667,24.0,41.3333333333333,3.33333333333333,72.0,9.33333333333333,32.0,4.0
Money laundering,77.3333333333333,24.0,43.1666666666667,38.8333333333333,38.1666666666667,44.1666666666667,51.3333333333333,60.1666666666667,62.8333333333333,55.0,93.3333333333333,89.5,52.1666666666667,39.6666666666667,45.1666666666667,67.5,53.5,15.3333333333333,41.3333333333333,87.5,40.1666666666667,19.8333333333333,19.5,68.0,45.3333333333333,40.2,68.6666666666667,44.6,75.0,32.8333333333333,59.6666666666667,47.3333333333333,42.0,96.3333333333333,34.8333333333333,10.8333333333333,47.8333333333333,82.3333333333333,78.0,93.5
Murder,66.3333333333333,88.6666666666667,85.6666666666667,66.6666666666667,69.1666666666667,88.0,46.5,90.0,83.0,69.8333333333333,49.8333333333333,91.1666666666667,62.0,88.5,74.6666666666667,91.1666666666667,68.8333333333333,90.1666666666667,99.8333333333333,50.3333333333333,71.6666666666667,8.16666666666667,38.3333333333333,99.1666666666667,47.6666666666667,17.1666666666667,91.0,98.1666666666667,99.1666666666667,91.6666666666667,89.6666666666667,67.6666666666667,57.6666666666667,53.0,95.0,28.3333333333333,90.5,77.8333333333333,88.3333333333333,21.5
Negligent homicide,21.0,54.1666666666667,59.1666666666667,79.6666666666667,34.1666666666667,54.8333333333333,23.3333333333333,41.1666666666667,69.6666666666667,31.8333333333333,12.0,11.6666666666667,12.1666666666667,72.6666666666667,51.1666666666667,73.6666666666667,97.3333333333333,85.5,70.3333333333333,53.6666666666667,39.6666666666667,27.6666666666667,52.3333333333333,56.4,9.16666666666667,70.4,87.3333333333333,80.6,78.2,14.5,87.0,77.5,40.0,5.33333333333333,35.5,22.3333333333333,76.8333333333333,15.6666666666667,40.3333333333333,2.5
Not return items,13.0,8.16666666666667,37.3333333333333,36.1666666666667,47.0,34.8333333333333,45.0,34.0,28.0,29.5,52.1666666666667,35.1666666666667,28.1666666666667,23.8333333333333,9.66666666666667,47.3333333333333,35.1666666666667,3.66666666666667,33.5,30.3333333333333,11.5,7.16666666666667,7.33333333333333,21.0,16.8333333333333,25.3333333333333,29.5,75.3333333333333,76.3333333333333,11.3333333333333,25.8333333333333,19.5,36.3333333333333,76.8333333333333,25.6666666666667,2.5,50.6666666666667,28.1666666666667,13.8333333333333,29.6666666666667
Online bullying,40.3333333333333,82.0,73.6666666666667,57.0,47.3333333333333,82.3333333333333,30.3333333333333,77.3333333333333,68.6666666666667,31.6666666666667,49.5,67.1666666666667,57.1666666666667,58.8333333333333,38.3333333333333,71.5,69.3333333333333,58.5,84.6666666666667,23.8333333333333,62.6666666666667,15.3333333333333,44.5,85.0,56.3333333333333,46.6666666666667,49.1666666666667,67.1666666666667,57.3333333333333,79.3333333333333,56.0,85.0,51.1666666666667,70.3333333333333,39.8333333333333,37.1666666666667,82.1666666666667,43.0,43.5,10.1666666666667
Organize a mafia,63.3333333333333,79.0,82.8333333333333,47.1666666666667,74.0,71.1666666666667,86.6666666666667,67.5,63.5,85.5,65.8333333333333,84.6666666666667,73.3333333333333,65.8333333333333,80.1666666666667,71.6666666666667,90.1666666666667,81.6666666666667,74.8333333333333,76.3333333333333,86.5,20.0,38.6666666666667,43.2,39.6666666666667,35.8,64.2,92.6,85.4,77.8333333333333,79.0,47.8333333333333,59.1666666666667,93.5,66.3333333333333,23.8333333333333,58.1666666666667,83.1666666666667,77.1666666666667,88.6666666666667
Organize organ selling,80.1666666666667,41.3333333333333,80.0,63.1666666666667,55.8333333333333,68.1666666666667,55.3333333333333,80.6666666666667,68.6666666666667,87.0,54.8333333333333,92.1666666666667,33.6666666666667,86.8333333333333,26.0,89.1666666666667,83.5,72.5,87.3333333333333,78.1666666666667,75.0,22.8333333333333,51.1666666666667,89.5,16.1666666666667,21.3333333333333,68.0,86.1666666666667,92.6666666666667,79.6666666666667,34.5,64.1666666666667,16.8333333333333,76.6666666666667,73.8333333333333,3.66666666666667,47.5,94.1666666666667,80.5,94.1666666666667
Police brutality,60.8333333333333,86.5,91.8333333333333,78.1666666666667,66.1666666666667,94.3333333333333,60.6666666666667,88.3333333333333,80.0,62.0,29.8333333333333,82.3333333333333,63.8333333333333,80.3333333333333,65.3333333333333,93.5,88.1666666666667,86.5,93.0,18.6666666666667,92.6666666666667,25.8333333333333,21.8333333333333,40.0,57.0,69.0,96.0,92.0,78.25,69.1666666666667,89.0,90.0,68.6666666666667,54.0,61.3333333333333,17.0,84.1666666666667,48.0,67.5,38.1666666666667
Pollute water,38.1666666666667,77.5,50.6666666666667,61.3333333333333,45.3333333333333,58.6666666666667,37.0,56.5,54.3333333333333,10.3333333333333,56.1666666666667,71.8333333333333,25.3333333333333,65.8333333333333,61.3333333333333,75.1666666666667,68.6666666666667,72.1666666666667,94.6666666666667,77.5,79.6666666666667,94.1666666666667,33.8333333333333,51.8,18.5,49.0,51.0,83.6,65.0,28.0,80.6666666666667,5.0,17.1666666666667,21.1666666666667,59.3333333333333,1.0,62.6666666666667,44.3333333333333,42.8333333333333,16.0
Prostitution,43.0,26.5,55.3333333333333,32.5,53.5,46.5,55.3333333333333,36.8333333333333,65.0,56.5,29.0,75.6666666666667,52.0,70.5,57.0,64.0,54.8333333333333,27.6666666666667,46.0,17.8333333333333,52.3333333333333,23.3333333333333,69.5,37.1666666666667,87.8333333333333,54.8333333333333,29.1666666666667,70.6666666666667,79.3333333333333,61.3333333333333,27.3333333333333,65.5,56.6666666666667,69.5,83.5,97.0,83.3333333333333,60.3333333333333,70.6666666666667,56.3333333333333
Racist speech,28.8333333333333,69.8333333333333,79.1666666666667,71.1666666666667,40.6666666666667,90.8333333333333,33.8333333333333,84.8333333333333,83.1666666666667,19.8333333333333,25.3333333333333,67.8333333333333,41.6666666666667,85.6666666666667,78.6666666666667,91.6666666666667,76.6666666666667,43.3333333333333,78.1666666666667,13.0,93.5,10.1666666666667,9.5,90.8,30.5,40.4,56.0,84.2,66.0,73.6666666666667,55.1666666666667,87.6666666666667,24.5,37.6666666666667,64.0,0.0,86.3333333333333,15.3333333333333,54.8333333333333,0.833333333333333
Rape,65.8333333333333,98.0,99.6666666666667,98.3333333333333,70.6666666666667,93.3333333333333,51.3333333333333,93.1666666666667,94.0,72.6666666666667,38.5,91.1666666666667,100.0,92.0,76.6666666666667,99.8333333333333,90.0,97.0,83.8333333333333,43.8333333333333,90.3333333333333,14.0,62.6666666666667,100.0,95.0,32.4,73.8,99.0,100.0,95.0,71.4,99.3333333333333,87.3333333333333,85.1666666666667,100.0,97.0,88.6666666666667,59.1666666666667,83.0,31.1666666666667
Refuse to correct mistakes,23.0,26.5,60.1666666666667,23.3333333333333,50.5,52.1666666666667,55.3333333333333,43.8333333333333,65.6666666666667,43.8333333333333,55.8333333333333,66.1666666666667,23.0,48.3333333333333,24.6666666666667,50.0,48.6666666666667,15.0,33.1666666666667,25.1666666666667,45.0,15.8333333333333,50.1666666666667,36.2,38.0,40.8,33.1666666666667,61.8,16.6,26.1666666666667,33.6666666666667,38.1666666666667,35.6666666666667,67.6666666666667,29.5,9.16666666666667,49.3333333333333,48.8333333333333,43.0,35.6666666666667
Rob,52.8333333333333,82.0,78.5,59.3333333333333,52.0,83.8333333333333,51.6666666666667,58.5,77.6666666666667,67.3333333333333,54.0,98.3333333333333,55.5,74.1666666666667,74.0,90.0,86.8333333333333,62.1666666666667,63.6666666666667,83.1666666666667,60.6666666666667,20.1666666666667,44.3333333333333,55.0,49.6666666666667,51.0,81.3333333333333,69.25,88.5,57.8333333333333,94.0,81.5,61.3333333333333,89.8333333333333,67.3333333333333,14.5,75.5,63.3333333333333,85.0,92.6666666666667
Self-harm,15.8333333333333,3.0,57.0,17.5,16.5,7.0,10.3333333333333,27.0,61.5,63.6666666666667,18.3333333333333,74.1666666666667,52.8333333333333,69.8333333333333,6.5,43.1666666666667,75.0,73.5,4.0,20.1666666666667,6.83333333333333,3.5,97.3333333333333,63.8333333333333,33.1666666666667,63.5,22.3333333333333,42.8333333333333,57.6666666666667,1.33333333333333,56.6666666666667,79.1666666666667,57.6666666666667,34.6666666666667,20.6666666666667,10.0,71.5,5.66666666666667,60.3333333333333,0.333333333333333
Sell inferior goods,63.0,41.3333333333333,50.8333333333333,45.1666666666667,54.1666666666667,57.5,63.8333333333333,73.0,59.8333333333333,65.6666666666667,89.3333333333333,81.1666666666667,55.5,58.5,38.8333333333333,64.3333333333333,79.8333333333333,39.3333333333333,60.8333333333333,70.5,64.5,41.8333333333333,32.6666666666667,38.8,47.6666666666667,36.2,45.6666666666667,73.6,53.2,53.8333333333333,52.1666666666667,42.5,47.5,85.8333333333333,50.3333333333333,17.0,63.6666666666667,84.3333333333333,83.3333333333333,71.1666666666667
Sexism,46.1666666666667,30.6666666666667,66.8333333333333,65.0,42.1666666666667,61.0,38.3333333333333,66.6666666666667,59.3333333333333,16.8333333333333,35.3333333333333,63.3333333333333,38.6666666666667,78.3333333333333,49.3333333333333,74.6666666666667,39.8333333333333,45.5,50.1666666666667,30.3333333333333,56.6666666666667,18.0,43.8333333333333,66.25,55.8333333333333,31.75,63.1666666666667,48.0,47.0,56.6666666666667,36.8333333333333,38.0,59.8333333333333,67.5,62.3333333333333,63.6666666666667,56.6666666666667,51.0,29.0,43.6666666666667
Sexual harassment,59.5,97.5,95.6666666666667,62.1666666666667,58.3333333333333,84.8333333333333,25.6666666666667,81.1666666666667,91.8333333333333,37.5,49.6666666666667,63.1666666666667,87.1666666666667,96.8333333333333,49.3333333333333,93.3333333333333,85.3333333333333,79.1666666666667,95.1666666666667,39.5,86.6666666666667,40.0,25.1666666666667,67.5,78.3333333333333,55.0,53.3333333333333,83.5,73.25,69.6666666666667,76.3333333333333,96.1666666666667,86.5,66.5,92.1666666666667,90.5,93.3333333333333,63.5,88.0,11.3333333333333
Skip school,22.1666666666667,11.8333333333333,27.3333333333333,18.1666666666667,18.5,21.6666666666667,73.6666666666667,22.3333333333333,45.6666666666667,17.3333333333333,20.6666666666667,98.5,34.3333333333333,24.3333333333333,10.8333333333333,11.6666666666667,28.3333333333333,5.33333333333333,10.3333333333333,11.6666666666667,6.83333333333333,0.666666666666667,45.3333333333333,23.0,62.5,64.6666666666667,21.3333333333333,63.8333333333333,56.6666666666667,10.5,14.6666666666667,13.1666666666667,25.8333333333333,67.3333333333333,18.8333333333333,2.5,35.8333333333333,32.5,24.3333333333333,7.5
Smoke in public,11.8333333333333,27.5,58.8333333333333,53.8333333333333,12.3333333333333,50.1666666666667,53.5,45.0,46.5,15.1666666666667,24.3333333333333,69.5,68.8333333333333,52.0,21.6666666666667,38.5,32.3333333333333,39.0,40.6666666666667,21.1666666666667,50.1666666666667,39.3333333333333,70.1666666666667,13.0,57.3333333333333,29.0,32.0,36.8333333333333,35.6666666666667,14.6666666666667,74.8333333333333,29.6666666666667,56.8333333333333,55.0,51.5,4.33333333333333,52.3333333333333,6.16666666666667,16.1666666666667,1.0
Smuggle,75.6666666666667,47.8333333333333,50.8333333333333,30.8333333333333,57.0,47.6666666666667,77.0,60.6666666666667,52.6666666666667,58.1666666666667,74.1666666666667,64.3333333333333,65.1666666666667,64.0,57.0,82.6666666666667,67.3333333333333,34.3333333333333,60.1666666666667,51.1666666666667,58.6666666666667,26.6666666666667,66.3333333333333,45.1666666666667,71.3333333333333,37.3333333333333,46.1666666666667,47.1666666666667,63.8333333333333,67.3333333333333,41.6666666666667,29.6666666666667,69.1666666666667,79.6666666666667,50.1666666666667,27.3333333333333,57.8333333333333,90.0,64.0,69.6666666666667
Solicit prostitution,41.3333333333333,19.1666666666667,30.3333333333333,36.6666666666667,11.6666666666667,40.0,47.1666666666667,35.3333333333333,73.3333333333333,51.5,26.3333333333333,79.5,65.8333333333333,58.5,28.5,32.3333333333333,45.6666666666667,39.0,22.8333333333333,23.1666666666667,28.6666666666667,11.1666666666667,41.6666666666667,11.75,76.0,66.75,68.0,32.5,56.5,39.5,46.5,55.5,94.1666666666667,81.8333333333333,69.5,98.1666666666667,68.1666666666667,65.1666666666667,66.1666666666667,50.1666666666667
Spread rumors,18.0,33.5,49.5,51.5,45.1666666666667,59.3333333333333,13.8333333333333,45.1666666666667,41.1666666666667,11.8333333333333,52.3333333333333,75.5,30.1666666666667,57.1666666666667,54.0,44.8333333333333,58.1666666666667,34.6666666666667,57.6666666666667,24.1666666666667,37.8333333333333,7.16666666666667,16.1666666666667,29.75,34.6666666666667,49.25,68.0,70.0,45.75,51.5,68.0,53.6666666666667,32.0,51.6666666666667,32.8333333333333,43.3333333333333,50.8333333333333,31.8333333333333,35.5,18.1666666666667
Spread STDs,29.1666666666667,52.6666666666667,78.5,57.6666666666667,65.3333333333333,94.1666666666667,26.6666666666667,87.3333333333333,69.6666666666667,40.1666666666667,80.0,68.5,48.5,95.5,46.5,92.1666666666667,89.8333333333333,67.6666666666667,90.3333333333333,32.1666666666667,71.1666666666667,5.33333333333333,33.0,58.1666666666667,70.1666666666667,69.8333333333333,61.75,92.5,66.6666666666667,54.1666666666667,70.25,80.1666666666667,84.6666666666667,64.1666666666667,93.8333333333333,99.3333333333333,86.0,28.5,61.8333333333333,0.5
Stay out all night,17.8333333333333,14.5,9.5,7.5,30.3333333333333,5.0,50.6666666666667,8.83333333333333,13.6666666666667,24.5,15.5,68.6666666666667,44.3333333333333,16.0,13.3333333333333,13.3333333333333,17.5,17.3333333333333,7.5,12.3333333333333,13.0,4.33333333333333,19.5,15.4,73.6666666666667,72.8,18.0,53.0,22.6,20.0,1.5,12.0,52.8333333333333,71.3333333333333,29.5,31.1666666666667,10.5,41.3333333333333,30.0,2.16666666666667
Take bribes,41.1666666666667,49.1666666666667,54.6666666666667,38.0,59.6666666666667,38.1666666666667,70.6666666666667,47.3333333333333,61.8333333333333,82.5,77.6666666666667,85.1666666666667,72.5,80.3333333333333,80.1666666666667,88.6666666666667,73.6666666666667,18.0,66.5,73.6666666666667,62.8333333333333,29.5,26.0,54.6666666666667,59.8333333333333,38.3333333333333,66.0,68.5,58.5,75.3333333333333,47.75,36.3333333333333,34.8333333333333,96.8333333333333,72.0,20.1666666666667,80.8333333333333,67.0,66.3333333333333,84.8333333333333
Theft,69.0,80.5,86.6666666666667,39.5,56.6666666666667,67.5,43.0,76.6666666666667,71.1666666666667,60.6666666666667,74.6666666666667,88.0,66.1666666666667,89.5,69.5,85.0,80.0,50.0,90.8333333333333,90.5,79.3333333333333,20.0,56.8333333333333,52.2,54.0,47.6,70.2,58.2,55.0,60.0,59.6,82.3333333333333,63.5,85.0,74.3333333333333,1.0,77.3333333333333,68.0,88.3333333333333,83.3333333333333
Torture for confession,75.1666666666667,90.6666666666667,93.0,83.6666666666667,59.0,95.0,75.6666666666667,99.1666666666667,56.6666666666667,69.3333333333333,58.6666666666667,96.3333333333333,44.8333333333333,99.3333333333333,75.5,97.1666666666667,71.0,82.6666666666667,97.6666666666667,29.5,66.3333333333333,3.16666666666667,37.1666666666667,86.8333333333333,28.1666666666667,38.1666666666667,76.5,92.8333333333333,97.0,96.0,85.25,93.8333333333333,47.3333333333333,89.1666666666667,90.0,24.1666666666667,90.5,89.8333333333333,95.6666666666667,49.1666666666667
Trade personal information,66.1666666666667,37.5,86.5,75.8333333333333,68.0,78.1666666666667,61.8333333333333,76.3333333333333,69.8333333333333,63.5,81.3333333333333,98.6666666666667,35.6666666666667,69.6666666666667,72.6666666666667,89.1666666666667,79.8333333333333,26.0,79.3333333333333,47.5,85.6666666666667,4.33333333333333,29.6666666666667,60.2,32.1666666666667,28.6,72.0,82.0,66.8,43.1666666666667,61.5,67.3333333333333,62.8333333333333,93.1666666666667,36.6666666666667,21.1666666666667,58.3333333333333,94.0,71.0,88.8333333333333
Unfair competition,55.6,19.4,54.0,25.6666666666667,48.4,29.2,70.0,23.8,47.6,67.2,82.4,70.6,54.2,31.4,55.6,55.8,49.6,10.6,43.0,25.8,55.4,22.6,26.8,34.6,37.8,7.0,59.5,35.0,27.0,52.2,33.0,23.6,29.6,79.6,30.8,24.2,40.8,68.0,58.0,71.4
Urinate in public,23.3333333333333,38.6666666666667,60.0,59.1666666666667,18.6666666666667,39.6666666666667,50.0,25.1666666666667,68.0,33.0,22.6666666666667,47.3333333333333,29.5,51.3333333333333,43.3333333333333,23.3333333333333,26.8333333333333,7.16666666666667,29.1666666666667,23.0,41.8333333333333,51.3333333333333,32.1666666666667,44.4,40.6666666666667,51.8,72.0,48.6,51.4,15.3333333333333,58.0,33.0,54.6666666666667,53.0,75.1666666666667,8.33333333333333,40.8333333333333,8.5,17.6666666666667,15.0
Usury,49.0,32.6666666666667,59.3333333333333,57.8333333333333,73.6666666666667,63.3333333333333,22.6666666666667,45.3333333333333,68.3333333333333,64.1666666666667,85.3333333333333,67.0,40.0,29.0,44.0,47.5,73.8333333333333,21.5,59.6666666666667,63.5,40.0,24.3333333333333,35.3333333333333,58.1666666666667,34.3333333333333,22.8333333333333,87.0,53.8333333333333,41.5,41.6666666666667,85.0,48.8333333333333,57.5,80.6666666666667,58.3333333333333,0.0,52.8333333333333,65.1666666666667,55.0,79.5
Vanity,16.8333333333333,4.5,17.5,17.0,11.8333333333333,31.1666666666667,6.33333333333333,9.0,26.6666666666667,54.5,23.0,66.6666666666667,65.8333333333333,44.6666666666667,4.0,18.8333333333333,16.1666666666667,8.0,4.33333333333333,4.83333333333333,12.0,12.6666666666667,9.0,13.75,40.0,37.75,32.0,22.25,37.75,24.0,28.0,17.1666666666667,57.8333333333333,85.1666666666667,23.8333333333333,38.1666666666667,24.1666666666667,35.1666666666667,7.33333333333333,40.0
Voyeurism,48.5,75.6666666666667,84.0,86.1666666666667,86.0,73.3333333333333,59.1666666666667,83.6666666666667,65.3333333333333,48.0,90.8333333333333,93.5,80.3333333333333,88.6666666666667,77.5,88.1666666666667,89.8333333333333,73.1666666666667,86.5,34.3333333333333,72.0,24.3333333333333,23.3333333333333,50.1666666666667,83.3333333333333,60.6666666666667,66.8333333333333,76.6666666666667,79.6666666666667,74.8333333333333,45.1666666666667,91.6666666666667,85.8333333333333,89.8333333333333,77.6666666666667,73.3333333333333,84.6666666666667,83.3333333333333,75.1666666666667,58.6666666666667
Wage arrears,46.5,55.1666666666667,52.6666666666667,72.0,62.1666666666667,73.0,54.0,60.8333333333333,54.3333333333333,59.8333333333333,89.6666666666667,69.6666666666667,40.1666666666667,74.6666666666667,60.3333333333333,64.6666666666667,73.1666666666667,51.0,76.5,51.0,60.5,20.1666666666667,16.6666666666667,60.3333333333333,50.5,55.3333333333333,50.0,76.3333333333333,82.1666666666667,36.1666666666667,47.3333333333333,56.8333333333333,70.1666666666667,73.5,51.6666666666667,11.3333333333333,73.1666666666667,82.6666666666667,79.1666666666667,89.6666666666667
Watch porn,18.3333333333333,11.1666666666667,7.66666666666667,34.1666666666667,19.5,22.8333333333333,28.6666666666667,26.1666666666667,43.6666666666667,34.5,3.5,76.3333333333333,86.6666666666667,72.0,8.33333333333333,21.6666666666667,69.6666666666667,21.6666666666667,14.6666666666667,5.83333333333333,28.6666666666667,18.0,39.0,15.2,97.1666666666667,52.6,12.3333333333333,45.8,42.2,19.0,43.0,33.8333333333333,84.5,90.6666666666667,49.8333333333333,88.1666666666667,64.3333333333333,5.16666666666667,32.5,7.83333333333333
Wiretap,52.6666666666667,31.3333333333333,25.8333333333333,71.0,44.0,37.0,38.0,53.3333333333333,58.1666666666667,54.5,80.5,73.5,8.66666666666667,55.8333333333333,49.3333333333333,88.5,56.3333333333333,45.1666666666667,62.3333333333333,36.6666666666667,32.0,5.33333333333333,10.1666666666667,39.8333333333333,32.6666666666667,31.6666666666667,54.3333333333333,69.6666666666667,74.6666666666667,54.3333333333333,50.8333333333333,44.8333333333333,13.6666666666667,68.6666666666667,29.6666666666667,0.166666666666667,41.5,81.5,61.6666666666667,52.0
Sabotage others,39.6666666666667,64.5,66.1666666666667,71.6666666666667,74.6666666666667,74.5,44.0,82.6666666666667,75.5,41.5,75.1666666666667,69.6666666666667,55.1666666666667,33.0,59.5,87.5,76.0,43.5,61.5,73.5,59.6666666666667,27.8333333333333,22.8333333333333,67.5,51.8333333333333,33.5,71.6666666666667,76.0,61.5,38.0,62.1666666666667,72.5,30.8333333333333,78.6666666666667,76.1666666666667,7.66666666666667,65.3333333333333,73.1666666666667,64.8333333333333,63.1666666666667
Blame fate and others,34.8333333333333,36.8333333333333,45.1666666666667,39.6666666666667,43.5,68.3333333333333,34.6666666666667,23.3333333333333,50.3333333333333,23.5,22.1666666666667,33.8333333333333,43.3333333333333,39.1666666666667,34.0,42.75,38.6666666666667,42.5,46.0,21.5,37.6666666666667,29.3333333333333,49.6666666666667,35.8333333333333,29.1666666666667,53.1666666666667,34.5,64.0,48.6666666666667,30.0,54.6666666666667,44.8333333333333,51.8333333333333,40.3333333333333,31.8333333333333,16.5,45.0,30.3333333333333,33.8333333333333,29.8333333333333
Embrace new shun old,44.3333333333333,47.0,41.6666666666667,16.1666666666667,37.3333333333333,48.6666666666667,59.0,31.6666666666667,62.3333333333333,62.0,37.5,52.8333333333333,62.5,45.5,61.8333333333333,23.4,35.1666666666667,31.0,24.3333333333333,40.6666666666667,49.3333333333333,58.1666666666667,47.1666666666667,42.5,54.0,57.5,52.5,44.0,37.0,28.5,62.6666666666667,43.0,37.3333333333333,39.6666666666667,25.8333333333333,58.1666666666667,30.6666666666667,42.3333333333333,45.8333333333333,44.6666666666667
Wrath,47.0,68.1666666666667,82.6666666666667,53.0,58.0,73.3333333333333,63.8333333333333,58.1666666666667,56.1666666666667,61.0,62.6666666666667,70.1666666666667,68.3333333333333,75.6666666666667,55.0,71.25,69.8333333333333,78.5,57.1666666666667,83.5,58.3333333333333,56.8333333333333,71.6666666666667,84.6666666666667,39.5,60.0,66.8333333333333,61.6666666666667,76.5,51.3333333333333,69.3333333333333,74.8333333333333,64.3333333333333,40.0,54.0,35.1666666666667,73.5,75.0,57.1666666666667,33.8333333333333
Superstition,30.6666666666667,12.8333333333333,25.0,11.1666666666667,16.8333333333333,16.1666666666667,27.5,11.1666666666667,12.8333333333333,6.0,5.83333333333333,42.0,29.5,23.0,24.5,28.0,15.3333333333333,14.0,33.3333333333333,25.3333333333333,19.8333333333333,25.1666666666667,21.6666666666667,27.3333333333333,22.0,16.3333333333333,32.6666666666667,27.0,23.6666666666667,16.3333333333333,29.0,34.6666666666667,18.3333333333333,34.6666666666667,42.1666666666667,22.5,21.8333333333333,11.6666666666667,43.8333333333333,19.8333333333333
