"","anger","betrayal","callousness","challenging authority","contempt","deception","desire","disgust","harm to others","harm to the self","hedonism","irresponsibility","norm violation","self-indulgence","sense of dirtiness","unjust-gain","harm to society","disrupting social order","psychological harm","self-interest","fairness violation","strategy","shame","guilt","autonomy violation","injustice","hate","impulsivity"
"Litter",-1.07388508513469,-1.50820736267502,-0.00179531858027879,-1.18252182149338,-1.69498503260087,-1.19722671830586,-1.16609237544099,-1.7731711361222,-1.26514034683415,-1.05910300424225,-1.0269106412017,-0.175973561971075,-0.627457712872991,-1.27894093029823,-0.841023299675627,-0.795051823023564,-1.17884023416427,-1.2274754917644,-1.16629022103072,-1.07122326031944,-1.33841564243078,-0.672766816182884,-1.21028491916182,-0.00373996548465203,-1.55336236056735,-1.85716144088552,-1.4249984908454,-1.11072436011433
"Mislead others intentionally",-0.424155378037417,0.00974483028131217,0.0525300540974658,-0.423678160078702,-0.671236486424185,0.664806315131609,-0.234086891247853,-0.458590194656011,-0.161809224516337,-0.618143125215724,-0.56709188872361,-0.497167798252514,-0.513306617452887,-0.27062312174885,-0.530929347768756,-0.284993143691772,-0.297836219997449,-0.420322051199906,-0.541240390801391,-0.319112802389763,-0.19853981584737,0.20776602371465,-0.508095703966528,-0.2376199955486,-0.207127031046188,-1.90220066930997,0.377628729037226,-0.454912761857098
"Mock disabilities",0.740562009842509,-0.240730226003836,1.6122310286509,-0.523402994432993,1.67761592151916,-0.842423040691498,-0.382268752479836,0.291204537398614,0.119982705616054,-0.424393099908197,0.927800887642941,-1.19092208674374,-1.23292385369839,-0.285030981654372,-0.525732770268793,-0.593718803732291,-0.277546845655059,-0.40137220860074,0.951401611755459,-0.403327047171897,0.513236147794995,-1.58107005733871,0.38882433482416,0.0960950569088022,0.00228735354599244,-1.00141610082099,-0.179078075137511,-0.0167384744431095
"Money laundering",-0.0975878785058241,0.633828998299282,-0.717940788143276,0.68421865283159,-2.18057428068348,0.324128444798152,0.00298638279724746,0.0427148729933313,-0.482274229444401,0.0651902973742641,-0.624843960878369,0.260508060353285,0.713201073067092,-0.833865870878043,0.316522212043358,1.5632524906631,0.70623098242754,0.776828914869653,-1.49896308696132,0.530532311255876,0.200208299407584,1.11966913170026,-0.240612286425641,-0.276096912540478,0.184278425870149,0.791395408407778,0.051625741245445,-0.569895278139464
"Murder",1.45909653724063,0.669318358126075,1.03283695528586,0.860441394788709,-0.216794233290547,-0.611935045574591,0.434006166973336,1.3320808239634,1.46165091720507,0.0896694672383874,0.24285725436486,1.26447969823259,1.19303323327382,-0.483448901804886,0.622191199472988,-0.958708487827581,1.36342407821551,0.962558732872593,1.0400142487302,-0.337583348338581,-0.181317407568132,0.861426053332425,-0.569507097529141,1.52005774473122,2.76990501114095,1.17172667065868,2.00560694491739,1.31455605436672
"Negligent homicide",1.04497856766705,-0.0118043554727637,1.12681893708587,-0.392424253158171,1.29765096689472,-0.523285816683473,-0.277042063263101,0.26914924174134,1.42143429765807,0.202650251226648,0.041762791266084,0.802595228928157,0.23495638980006,-0.250164318198142,-0.201560817498387,-0.920035883582249,0.763645104532094,0.401894084763924,0.948628856491582,-1.54361242501336,0.152220138758871,-0.620217921494166,0.0485883233377809,1.14658583909741,1.42829959148322,-0.708661116062067,0.19228692887134,1.47205139835588
"Not return items",-0.483006643974728,-0.267923371845145,1.69123931138249,-1.84746619374244,0.790089354645468,0.909969916616635,-0.422208809700787,-0.722500597050656,-0.803309211431634,-1.79300123322053,0.0314941378312529,-0.628431817616237,-0.639881445444511,-0.536735449168078,-1.269753827499,0.461112086812895,-1.68142834934757,-1.27167514659276,-1.47267967768915,0.602796046337123,0.616886866362635,-0.923608391185048,0.438313209222179,-0.11838305340058,-1.07968696684694,-0.99578619726793,-1.37153451002832,-1.61352639726284
"Online bullying",0.575796061942072,-1.07320920936947,1.02527964128545,-0.696726834141466,-0.501006763785962,-0.321237941529186,-0.347654036221679,0.719023805766311,1.01488083460104,-0.497830609500566,0.067092136405334,0.0356768879462736,0.322888808111822,-0.238794145215629,0.772435278040095,-0.479041399761706,0.536299624802366,0.717596162101147,1.41218732402411,-0.728758356396807,0.430154874152407,-0.504590781896049,0.193755688238636,0.372480434692785,0.7078143873506,0.529917665610282,0.699080913699934,1.33267171599927
"Organize a mafia",0.64832340403935,0.558414108667347,0.256637829826719,1.52661676021751,-1.06300490825805,0.0677693481885315,-0.723631429040146,0.0989725854766948,1.17766674235836,0.645040633530679,0.482031307284468,0.647142586716736,0.48570872553525,0.504089829219463,0.210315190987301,1.15116736345874,1.45965592438446,1.78328373945316,0.384243187389586,0.488695411998312,0.523731787417397,1.15194951649624,-0.495789295040426,-0.668431035630543,0.401171895626336,0.659405447330573,1.82293834379235,0.101915847126193
"Organize organ selling",-0.001277857834642,1.26277931967412,0.734742903047325,1.32680865128128,0.485405904868139,1.04224750441409,1.02228992645692,0.910401393457466,1.32540188492157,1.55841965908577,1.18842909148889,0.497281766167597,0.637830428799868,0.89273410400969,0.565202066223396,1.1978703445419,1.24606816825337,1.46453121396162,0.72110888289455,0.921010037659808,0.552518073867141,1.48773972615556,0.139317926400815,-0.212751298916561,0.600970313579079,1.3831608263179,0.469472210369428,-1.37184340125532
"Police brutality",0.674857797489574,0.0423396678527284,-0.107057906443182,1.37308937139124,0.997178886915996,0.258274731907607,0.486427492075834,0.431957424229578,0.767731427203061,1.61961758374608,0.0982403851576552,1.19707960779656,0.632327175408927,1.19218133212675,0.803520259812599,-0.0809671668822946,0.894000438366959,1.0127559809815,1.09783774912897,-0.295746449081017,0.958103960562046,0.31377262851788,1.26209676430587,0.61278508508545,1.24737695989678,0.755113807732527,1.02246374211437,1.86231450895439
"Pollute water",-0.754461529695803,-1.70491981428639,-0.0125914814380126,-1.27131977458346,-1.79781569690072,-1.46897408047868,-1.72924718225639,-0.618997464108289,-0.17904091805996,-1.1807994487096,-1.33680393235999,0.686285338352705,-0.314621224648453,-1.86218039466727,-1.27088419047255,-1.49441915319325,-0.423202295048065,-1.01320495269382,-2.41257439326191,-1.90228338057148,-1.43210303611284,-0.698718337358765,-1.18987075847264,-1.12084132131877,0.520837258250439,-0.935733892701998,-0.701842458647678,-1.65678216075283
"Prostitution",-0.546903607596276,-1.0684772947259,-1.21672351217057,-0.119997860463623,0.710109949078919,-0.893224476349918,-0.245141222687907,0.46601614746275,-0.977523618884194,1.07862792974896,0.387474123572065,-0.167865420560766,0.627511828691855,1.85606220807989,1.31953095723618,1.32753979790221,-0.000721019184372335,0.247749919801816,0.125351606058722,0.379919473928645,-0.798976592645035,-0.540210516843336,1.44128773035536,-0.446517047257725,0.401171895626336,0.130194513343296,-0.618583446854409,-0.39275262765668
"Racist speech",0.138273396607275,0.870424730477903,0.428251835252777,0.694898819010809,0.125974647708947,-0.818903857516303,-0.911474510657428,-0.0606776796787973,0.515829146585891,-0.595747288957059,-1.01419707028238,-0.242116823919202,0.264566285762184,-0.317797243697576,0.300979721157106,-0.497173145358698,0.832975365186648,0.952519283250812,0.808720247135114,-0.248679937416257,0.597201264774207,0.304867694781059,0.337788933101203,-0.656170594283978,-0.00804090691858798,0.214080076283833,2.01260818050057,-0.37764744040621
"Rape",1.30696601479268,0.478858793722285,1.0000885946174,0.0167082666303837,0.65298180224567,-0.264791901908719,2.26642270888952,1.40992933421065,1.72591066819214,0.662482042058867,2.19852230102845,0.0843816546247439,1.20179426542796,2.37085659173646,2.16918712568464,0.150624674606555,0.893061591087262,0.404365333901593,2.17335485654612,1.04930986204967,1.13133725454021,0.834711252121959,2.08093143194975,1.22090297587505,2.42800397507208,0.709511588952773,0.304264266471563,1.70851623876779
"Refuse to correct mistakes",-0.732447810685247,0.119233280810781,-0.214119854782373,0.265912144145501,0.437799115840431,0.73493017759155,0.0204601578314132,0.407629764777313,-0.506038595540361,0.399738952183946,-0.391232095235962,-1.42183142832735,-1.47414275659284,0.0602283350601313,-0.332808518315629,-0.280141645031068,-0.913280575049949,-0.576823542467096,-0.407325488523901,0.537505127798803,-0.258653699522669,-1.17186714990857,-0.306769288659104,-0.319008457253454,-0.991006385616578,-0.875869251587835,-1.02080089513107,0.373034592647449
"Rob",0.372385151273106,-0.0492436801252047,0.688328630248693,0.60611260236708,-0.248575688603001,-0.263385919969455,0.217600183857899,-0.0364168544557967,0.56717062322837,0.187317144828241,-0.395388454959583,-0.235470544457748,-0.153202428176147,0.185879015146037,-0.0293978415275916,1.03406273280484,0.536464696851544,0.417780686363225,0.30673601290402,0.649376689916099,-0.0701004543763693,0.579893148268287,-0.122651339586133,0.400450408577915,1.49311832957128,1.3040294041555,0.215454653892076,-0.375450322260687
"Self-harm",-1.78418620627021,-0.882100914732288,0.0808591755563481,-1.08920571515329,-0.840827095271481,-0.911918433557557,-0.459035260310426,-1.21839960248378,-1.59030696347987,1.78583904362988,-0.866350543946481,-1.88036080463442,-2.09235382452828,-0.560725605835096,-1.16619799379353,-0.950466785283494,-1.19372334311431,-1.42100091926628,-0.474249266111531,-1.34403069096208,-1.16273989966216,-0.541244638180515,-0.662614694220844,-0.762757334377498,-0.660858197662579,-1.13700294472375,-1.53638178421432,0.202476254555895
"Sell inferior goods",-0.730201512827027,-0.727441446485572,-0.741332474335032,-1.02231932880509,-0.776854101352221,1.38719552431695,-0.791654338994577,-0.568951993235058,-0.360736471410781,-0.969928885451511,-0.712249760948658,0.482743029845665,-0.60040158416168,-0.738297606585364,-0.601224868859162,0.50478240678676,-0.0602707609251595,-0.543358710394494,-1.09419858416991,1.27761979799809,0.756293065366398,-0.0545099881692523,-0.345113347096458,-0.129847362192173,-0.785509617062687,-0.677696646520259,-0.801994603268567,-0.633062424823247
"Sexism",0.288045306304092,0.360560927632974,0.365274218582664,0.892481893326367,0.938622536411915,-0.227161208828408,0.290721211693177,0.665502954971327,0.482559034051548,-0.429288933881022,-0.271088850048437,-0.938418445623132,-0.952131257408728,0.194448652911183,0.855328562766774,-0.449371270602992,0.284688553843544,0.3079866175325,0.701483937304664,-0.268552464563601,1.07771742545173,-0.47253302044349,1.25075556392299,0.607880908546823,-0.805453844166704,-0.25263892826452,0.905418464665861,-0.551357093786614
"Sexual harassment",1.81642636903697,0.606620489098741,1.87169880933176,1.36240920521202,1.59559622499428,-0.795384674341108,2.46212898927218,1.69699571574738,1.5167842465477,0.0798777992927382,2.20297205085021,-0.0900831812384334,1.25204136160611,2.08542604238232,2.04899186283096,-0.155966660033488,1.22729122265943,0.564996527850083,2.07242656494099,1.7187002501707,0.685880212882077,0.189994049576056,2.11722327317497,1.99576286897793,1.94186343941166,0.495512699452716,-0.0664193338602083,1.82130163690463
"Skip school",-1.71677553215724,0.0813779636622013,-0.995042301491772,0.969379089816745,0.293074477196201,-0.0390077434268517,-0.105351022414581,-1.48506214060894,-1.24748681773429,-0.463559771690794,1.09498434523193,-0.701736370499925,-1.24770241139784,-0.233697171120019,-1.4118027745079,-0.749369243207766,-1.21746709367181,-1.33045156074209,-1.08158254771927,-0.494471720554447,-0.922714659772294,-0.618573933727368,-0.84963474698626,-1.32926882421037,-0.942926552419393,-1.76145308048356,-0.662874685864639,0.268240673255596
"Smoke in public",-0.8331802302648,-1.16725601291047,-0.66440981397368,-0.531985270827008,0.12061888394333,-1.27282409279756,-0.671210103937649,-0.922789111518454,-0.893397762904498,0.498165614345941,-0.05611031178465,-0.255097838492355,-0.983535692520071,-0.179223260473192,-1.34393389763794,-0.947376146829461,-0.53656810407149,-0.528299535961823,-1.02323337913506,-0.895844472806704,-0.945657759718807,-1.58631760757648,-1.13798476672097,-0.783372673254585,-0.568972294219071,-0.820133206412578,-0.904560052579116,-0.436008391146662
"Smuggle",0.250307502285997,1.34953108813961,0.484931690255878,1.39444970374967,0.140256684417259,0.648693172615837,0.131127399714463,0.577923380943171,-0.0972914986898599,0.42625805287008,0.53765318005647,0.762856016314877,0.618927949761421,0.179157730624354,0.736169465972172,1.0151792714813,0.274361233766876,1.05291377946862,-0.389803215675788,1.26790766067045,0.64360303994693,1.51593868298883,0.22437692927241,0.244971844688514,-0.291177702413118,0.616618180327346,0.0262515662227346,-0.0294042143408297
"Solicit prostitution",-0.259152851958296,1.26908853919888,-1.72054444553147,-0.124269926935311,0.3387769946628,-0.298659525681,0.812604626046929,0.26166380806372,-0.852047765897529,-0.135538895511545,2.20297205085021,1.04559982173758,1.12953415568605,1.73373482978526,1.02525979645647,0.163811398677095,-0.30866292692502,0.0308978079713553,-0.539092980341707,-0.527941239960499,-0.370017959937203,0.086696818228923,1.54562677387785,0.00957137083447538,-0.481360153726424,-0.566224556169747,-0.490333540489622,1.01752258200083
"Spread rumors",-0.114370315388872,-0.377617756764324,-1.04154884918662,-0.515656939841471,-0.0866079756032395,1.08325531097597,-1.55666005038047,-0.264187907789095,-0.175531103990403,-0.723792177477087,-0.0301177827777336,0.380971875592145,0.318402460238773,-1.0735216721043,-0.875865806717335,-0.973289961559427,-0.384637337558969,0.485298743160255,0.463396685313079,-0.96915961597681,0.123665200191042,-1.08464446561457,-1.13962051677619,-0.217152482989687,-0.627736534793407,0.152151137200215,-0.233833727760048,-0.460039370863319
"Spread STDs",1.28135821920897,-0.289739341955122,0.948267012900279,-0.0565271585985489,1.32872616764467,0.892620700975712,0.905798092895813,1.07142732983198,1.32178064818314,-0.169110328468057,1.51580354266125,1.75342858438247,0.570355756789209,1.67912439304659,1.57768432967069,-0.971659734682575,0.972461246741646,0.644164759153266,1.37193616011016,-0.942724212599778,-0.0730465988317805,-0.49848454161937,1.27019762172221,1.30287278373494,0.200305036935877,0.238851651917279,1.58235043011548,-0.113993262943462
"Stay out all night",-0.901124358947948,-1.5519929364873,-0.637787457835859,-0.909553418367363,-1.08734928901085,-0.557627113515505,-0.549290809949265,-1.77080155890282,-1.39439380814568,1.04435709193919,0.0375619784972897,-1.70388291297282,-1.97465966463408,0.832497137425214,-1.01542215845124,-1.17074501691637,-1.78896903774924,-1.62214320611673,-0.818939607065018,-0.663720994823684,-1.79600544261892,-0.64674590591295,-2.05468883857802,-1.22851028805315,-1.3435918290626,-0.681137143136015,-1.9565195668019,-1.22903072179633
"Take bribes",0.851753753824398,1.33178640822621,-0.717940788143276,-0.250295887850099,1.30424267614471,1.19904205891539,0.486427492075834,1.33816273882647,1.06240956679296,1.28302899811439,1.4887872044577,0.906076822748963,0.89814416656314,0.682483922565796,0.891594374834696,1.66215292119215,0.570098126871461,0.601138546488492,-0.163765895935136,1.3254333971496,1.29322789236504,1.15528886664755,0.507906938844393,0.0917163278564577,-0.446101609381823,0.87826794795563,-0.318765828939006,0.363233722488498
"Theft",0.121452763566314,-0.174394475229845,-0.139077052602829,0.357349356346536,0.12620015355171,-0.181410208293924,0.270120550600266,0.0386175829803176,-0.0751781306595145,-0.211810835298707,-0.34087966304236,0.740614300397818,0.872631709060921,-0.082397519018767,-0.200906396829492,0.997871696138719,0.363354073279217,0.396967844706597,-0.204436013440491,0.873815079374521,0.0511256369520659,0.618180758100291,0.186831586952247,0.174248456710436,0.251590192346207,1.02534917827922,-0.633825371210156,1.1710317576946
"Torture for confession",0.576884652442594,1.30403190887449,1.23727198786115,1.49550050682998,0.374811671896081,-0.410393737442539,-0.0135913012095253,0.729503412914979,0.921285792746182,0.343876231211973,0.5089865225509,0.991598801113265,0.618090498158452,0.243850094145552,0.711859416124444,0.301004047180208,0.6769822787139,0.860619705943744,1.21065422892797,0.26663802363124,1.34676840217972,0.3374049526656,0.148041926695338,0.988143212464886,1.46106510743982,0.909232417497439,0.36894083215445,0.758811920365512
"Trade personal information",1.33098098098601,1.0613144689402,1.14161647498878,0.564309514364901,1.21855045589484,1.58219093391492,0.848611192783998,0.684080440371238,0.959574673504987,0.79066387698373,0.280275605138752,0.700824074674637,0.588779692054531,0.56143078779507,0.996623934459977,1.67039462373623,1.11462954909578,0.699707688229611,0.373849293722864,1.35015520125634,1.48305333625345,1.52929608359406,0.729060346310539,1.55349531204004,0.994512651970847,0.929015273038038,0.452923835354617,0.238461106234171
"Unfair competition",0.599382189453383,0.256458805474381,-0.667558694807185,0.0124362001586957,0.0988387779631536,0.43513898938507,0.458469452021168,0.0281182773219718,-0.0117397807444062,-1.71689326873389,-0.409031094523002,-0.120186917622668,-0.0742849300610529,-0.126660715112219,-0.00676159839069061,1.20885928126735,0.622673574534499,0.797911759075392,-0.354057779065638,1.37145398633292,1.30869515075595,0.713604153301182,0.556674100490774,-0.392571105332841,-0.0347519253614684,0.282201909275812,0.611350190275824,-0.50979763474722
"Urinate in public",-2.38291516201238,-2.24334410194431,-0.40665142574529,-2.12542792131589,-1.97042431197546,-1.84635617394123,-1.95990101270738,-0.886949256075385,-1.98214522104366,-2.38097817690489,-1.69914070356046,-1.83255072942192,-1.38237201843414,-0.869362654758181,-0.783294047812404,-1.78758828654721,-1.54499067324614,-1.50714587408543,-2.17106740977821,-1.64946897505792,-1.92617146128526,-1.97415927514985,-1.15681926021396,-1.25430498283423,-1.18439415914303,-1.31106079623907,-1.78782956899466,-0.296628708790053
"Usury",0.114687269095965,1.16025450239672,0.560504830260013,0.940542641132853,0.49016658377091,1.4295300540323,0.2825667833439,0.620496784984635,0.672673962819223,1.28302899811439,-0.0185655476635488,0.576206334772368,0.688077524978017,1.03290089163895,0.684361163017998,1.17177161981896,0.969108220742727,0.837065612600336,0.934880611641524,0.300429365339273,0.421905669677257,1.07514446301615,0.859484150713651,0.134627872569433,-0.280493295035966,1.32260808588058,0.361907772773156,0.36387993370777
"Vanity",-1.66389295152662,-2.01759975297087,0.182307669098968,-1.99003874704398,-0.0803631984190377,-0.909267034978893,-1.04758602144988,-1.21592140287914,-1.72977837387124,-1.65350510255943,-0.674610899674371,-2.50381948933846,-1.9041815007842,-2.07424134322408,-2.0633876205042,-1.24977071977929,-2.28597412399654,-1.9351434632245,-1.34319930359046,-1.40387379388992,-1.97687615796523,-1.29403659170146,-1.43412440040286,-1.83285032036084,-1.31403163531914,-1.76145308048356,-1.79221162224694,-0.658358192946044
"Voyeurism",0.578828564050669,0.692132946586157,-0.455234158605091,0.533933457309718,0.747243244520531,1.10093346624172,1.37509376524198,0.567497241177915,0.250347228199603,-0.927964594255871,1.58572818271748,0.141890433853717,0.499451521071154,0.89455445190098,1.06848272349252,0.812080173073439,-0.249381427264146,0.484967772293603,0.189933697413194,0.569380860566472,0.389498080667736,0.49123523655883,1.39495082593388,-0.981072289967938,-0.586067346022514,0.164536925016939,0.00887577245718297,1.35990682634482
"Wage arrears",1.08654293223244,0.661252594529077,2.3026947168705,0.377892068327618,1.81839599764395,1.55140218503103,-0.155336609178982,0.703984889014002,0.772916379805815,0.036260369353028,-0.696646742093135,0.97221381935069,0.438038403520082,-0.0780077805632186,0.606648708586736,1.07699204056196,0.879064231644505,0.853037464271351,0.431194913953051,0.899457695618033,1.46055550586668,0.363559303501021,0.877526969504596,1.49330769088417,-0.820055867582145,-0.0274427861422754,0.539802804182376,-0.280608055645615
"Watch porn",-1.84414062071832,-1.83031555234106,-2.16894507622267,-0.867609493008974,-1.83780539968399,-1.0362211100551,0.472448472048501,-1.91809447885927,-1.71897184107813,0.0113361236731933,0.796851107173999,-1.75622236373178,-1.33212492225599,0.418715513118003,-0.280309437988732,-0.769149329313576,-1.06349613980148,-1.54730367257255,-0.581146435177177,-0.845901674317986,-1.53315579093344,-1.3665883676204,-0.114724962175681,-0.804521934577409,-1.02840181143661,-0.50429561708613,-1.50909287733894,0.357013939503011
"Wiretap",-6.83128340615104e-05,0.430447666984198,-0.733442970708227,0.282890869866311,0.157285266646401,0.523136917819029,-0.0942394936749058,-0.0508530479769207,-0.232565582620706,-0.441340217506436,-0.45113257360581,0.277123759006921,0.0276871180651923,-0.226639822372252,-0.211125427274542,-0.0185204206828648,-0.336972783358963,-0.821374238382263,-0.0266878075772088,0.0880266460316389,-0.556894169008884,0.296305258495653,0.865154750905091,0.21856474024976,-0.411555358862364,-0.764960151592628,-0.0848983526267473,-0.124978853671076
"Sabotage others",-0.619009768845138,-0.681812269565409,-1.76156986439086,-1.82333179224654,-1.21755694835157,-1.20932229822453,-1.47063531175073,-1.4968784323429,-0.152968013543251,-0.550285973495116,-0.931558859306837,-1.10197922924486,-0.751142872696129,-1.63390876909961,-0.681157679131317,-1.07056016521162,-1.05008403580581,-1.60180354194793,0.0142103325649794,-1.09811840984216,-1.25445052545157,-1.53145685509071,-1.06933000011746,-2.05298516198186,-1.42372488439124,-0.699814124764407,0.0102548037084169,-0.174414011945341
"Blame fate and others",-2.48905273581328,-0.539854830258236,-0.109756947157615,-2.05219249608696,-1.29100742285146,-1.53187109605577,-1.34083012578264,-2.32054347379817,-1.35883984744107,-0.16211627993545,-1.19854384861245,-1.30136761308849,-1.95707318097172,-0.902128916801385,-1.98672691357652,-1.49441915319325,-2.13646445945531,-1.43830393382179,-0.986061128878705,-2.03048359329645,-1.90849459455279,-1.95889367445816,-2.03171186117894,-2.65199529634259,-0.312546517167422,-1.2925625417076,-0.544115759287759,-0.19638519340057
"Embrace new shun old",-2.45872771472731,-1.2496420267941,-1.26494637293511,-1.98811149901164,-2.07447915085031,-1.64476317529671,-0.342328695258886,-2.75844134393895,-2.49138163738565,-1.51546467099483,-0.0638576440636076,-1.88291706596575,-2.63899805767518,-2.04894808831353,-2.29757673130156,-1.30368260860152,-2.26522065781377,-2.60861691830364,-2.0944700456136,-1.37603495491026,-2.16480916217354,-1.44749605128639,-2.99409372224041,-2.32621785484816,-2.0327361048889,-2.20380264536655,-1.16467982234318,-0.492996143046163
"Wrath",-0.970274596424288,-1.70846875026907,-0.891129233986086,-1.7455191529408,-1.39506226172631,-1.37866041708593,-2.00358545029279,-1.9491122446609,-1.44235461972116,-1.01189317664715,-1.97089328196082,-1.5599494233857,-1.68699503901417,-1.5601846795024,-2.17545716005244,-1.32134339976742,-1.35688591470683,-1.83091812438785,-0.763027627340586,-1.88816342707205,-2.04769992007096,-2.41113709494961,-2.28202835534392,-1.76267542581143,-1.24609661174608,-1.62985408493088,-0.828540954854826,1.39515226326258
"Superstition",-1.62478963486314,-0.88629858094836,-1.68779608486301,-1.1367496807253,-2.23770242751673,-0.757753981260797,-1.14445817777964,-2.6090000073036,-1.38056726787166,-0.644705628685305,-0.268863975137557,-1.42183142832735,-1.68908866802159,-1.57929833236094,-1.40351344603524,-1.45321064047281,-1.34515032371061,-0.864621098291472,-0.715717490650682,-1.44626117866403,-1.46509985401345,-1.51619125439901,-1.85673334098594,-2.37876260347629,-1.17442204559102,-1.09055624041104,-1.30396197871784,-0.601021118534372
