,Perpetrator Capacity,Aggressiveness,Anger,Autonomy violation,Betrayal,Callousness,Challenge authority,Coldness,Contempt,Vice Investment,Deception,Deliberateness,Lust,Disgust,Disrupt social order,Fairness violation,Guilt,Harm to life,Harm to others,Harm to property,Harm to society,Harm to the environment,Harm to the self,Hate,Hedonism,Impulsivity,Injustice,Irresponsibility,Norm violation,Oppression,Perceived harm,Psychological harm,Self-indulgence,Selfish,Sense of dirtiness,Sexual relevance,Shame,Premeditation,Risk,Unjust-gain
Corporal punishment,51.5,60.9285714285714,73.5714285714286,49.9285714285714,43.7142857142857,69.1428571428571,61.2142857142857,72.2142857142857,53.2857142857143,39.8571428571429,31.2857142857143,81.4285714285714,50.0714285714286,73.9285714285714,51.6428571428571,63.8571428571429,46.1428571428571,71.2142857142857,67.3571428571429,40.5,55.2857142857143,41.6428571428571,46.1428571428571,56.1428571428571,43.0,61.3571428571429,54.6666666666667,65.5714285714286,56.2857142857143,66.2142857142857,59.5555555555556,66.2142857142857,52.1428571428571,44.4285714285714,56.3571428571429,38.5,55.2857142857143,45.3571428571429,49.7142857142857,41.7142857142857
Corruption,65.7,43.0,78.8,46.4285714285714,65.8,43.9,76.8,52.6,67.7,57.1,69.3,86.1,81.2,91.4,76.7,79.7,73.0,35.4,62.6,84.7,88.7,16.1,40.7,32.0833333333333,54.2,30.75,82.7,61.4166666666667,80.0,28.7,75.4,46.2,62.6,89.5,72.6,16.9,51.1,68.7,77.2,91.6
Counterfeit currency,71.0714285714286,52.0714285714286,69.7142857142857,45.5714285714286,66.5,53.1428571428571,72.0714285714286,54.0,64.4285714285714,65.9285714285714,77.7857142857143,72.1428571428571,72.2857142857143,76.4285714285714,73.7857142857143,57.3571428571429,56.0,52.8571428571429,62.5,75.5,77.7857142857143,45.5,46.5,48.8,65.5,30.6,86.3,78.6,87.0,45.8571428571429,77.1,57.7142857142857,60.7142857142857,80.0714285714286,59.3571428571429,41.3571428571429,61.0,75.6428571428571,81.0714285714286,77.2857142857143
Cut corners in construction,65.7272727272727,42.5454545454545,84.8181818181818,41.5714285714286,58.0,54.8181818181818,69.0909090909091,55.5454545454545,61.7272727272727,60.9090909090909,82.0909090909091,89.1818181818182,55.3636363636364,83.8181818181818,72.0,81.9090909090909,75.3636363636364,57.0,74.9090909090909,83.9090909090909,88.2727272727273,36.6363636363636,33.3636363636364,44.6,31.2727272727273,30.35,55.0,81.0,68.35,23.4545454545455,50.5,23.3636363636364,43.7272727272727,90.6363636363636,54.0909090909091,13.6363636363636,64.2727272727273,72.2727272727273,81.7272727272727,89.8181818181818
Defame,63.3333333333333,71.4166666666667,73.5,46.5,72.0833333333333,53.5833333333333,65.6666666666667,75.0,78.4166666666667,53.8333333333333,77.9166666666667,79.0833333333333,68.3333333333333,81.4166666666667,76.5833333333333,67.3333333333333,84.1666666666667,79.75,84.8333333333333,59.5,71.5,62.4166666666667,76.8333333333333,67.0625,50.25,49.9375,47.6666666666667,65.1875,67.875,68.5833333333333,46.6666666666667,76.3333333333333,69.0,61.9166666666667,80.6666666666667,55.5833333333333,76.5,62.8333333333333,58.25,67.75
Default on debt,38.4285714285714,43.2857142857143,68.0714285714286,44.0666666666667,59.4285714285714,56.0,55.6428571428571,43.7142857142857,59.7142857142857,47.7857142857143,60.0714285714286,69.7857142857143,40.4285714285714,67.0,47.2142857142857,54.3571428571429,73.4285714285714,35.5,44.1428571428571,64.5714285714286,48.0714285714286,28.2857142857143,38.2857142857143,46.7692307692308,38.5714285714286,43.7692307692308,41.3,72.6153846153846,63.5384615384615,37.9285714285714,41.5,54.5,38.3571428571429,69.0714285714286,47.8571428571429,16.0714285714286,58.6428571428571,51.5714285714286,54.1428571428571,67.0
Detain illegally,64.3617021276596,71.531914893617,71.8723404255319,70.0,51.6808510638298,71.6063829787234,67.436170212766,69.8936170212766,60.0744680851064,65.063829787234,50.7234042553191,76.1063829787234,58.6489361702128,71.2446808510638,68.7659574468085,64.4148936170213,63.031914893617,70.1808510638298,71.4255319148936,55.3404255319149,69.5531914893617,40.2978723404255,50.3936170212766,55.6153846153846,41.468085106383,42.5384615384615,74.8181818181818,69.3846153846154,83.3076923076923,68.4787234042553,76.6363636363636,68.0,52.2021276595745,58.3723404255319,63.0744680851064,44.1170212765957,56.1808510638298,60.8617021276596,70.3191489361702,54.563829787234
Distribute obscenities,57.875,46.625,58.8125,41.5,48.4375,58.9375,63.125,47.3125,62.3125,39.0625,51.625,84.0625,68.875,65.875,66.3125,49.9375,61.8125,47.875,63.3125,47.0,62.3125,35.0,43.25,42.0,63.6875,37.85,44.5454545454545,61.95,71.95,32.4375,58.6363636363636,62.75,71.375,69.9375,83.9375,85.5,82.5,50.625,71.875,66.125
Domestic violence,39.1428571428571,89.8571428571429,80.1428571428571,72.0714285714286,49.7857142857143,75.3571428571429,49.8571428571429,80.1428571428571,78.9285714285714,37.0714285714286,31.5,82.5,47.2857142857143,84.5,49.3571428571429,62.2857142857143,60.8571428571429,81.3571428571429,88.4285714285714,50.0714285714286,66.0,29.1428571428571,46.2142857142857,66.3684210526316,44.8571428571429,67.2105263157895,78.6363636363636,66.0526315789474,81.3684210526316,79.4285714285714,81.7272727272727,77.7857142857143,57.8571428571429,35.0714285714286,65.9285714285714,34.8571428571429,66.3571428571429,21.2857142857143,57.5714285714286,26.7857142857143
Dope in sports,41.7272727272727,26.0909090909091,50.5454545454545,38.8571428571429,30.3636363636364,35.2727272727273,52.2727272727273,33.2727272727273,53.0,45.9090909090909,67.5454545454545,80.0909090909091,73.0,57.8181818181818,57.5454545454545,83.0909090909091,43.2727272727273,49.6363636363636,37.5454545454545,31.7272727272727,30.9090909090909,22.4545454545455,62.2727272727273,37.8421052631579,48.7272727272727,45.2631578947368,67.6,61.1578947368421,78.5263157894737,28.0909090909091,63.7,28.1818181818182,66.3636363636364,74.4545454545455,51.4545454545455,19.8181818181818,62.0909090909091,44.8181818181818,54.0909090909091,40.8181818181818
Drug abuse,66.2,70.9,78.1,56.2,71.1,67.2,75.3,77.1,78.3,83.6,51.6,86.0,91.2,81.0,81.1,52.2,77.8,85.5,74.8,80.1,77.6,52.0,95.7,61.25,97.7,81.0833333333333,74.1818181818182,74.6666666666667,80.4166666666667,61.4,83.2727272727273,90.4,94.0,61.1,79.1,49.9,74.4,75.9,85.5,56.3
Drunk-driving,65.1818181818182,71.4545454545455,83.1818181818182,45.2142857142857,54.7272727272727,65.4545454545455,71.7272727272727,58.9090909090909,64.0,58.1818181818182,51.0909090909091,53.6363636363636,57.2727272727273,83.0909090909091,78.8181818181818,71.4545454545455,66.9090909090909,75.2727272727273,80.7272727272727,65.8181818181818,81.3636363636364,40.0909090909091,80.5454545454545,34.5625,58.4545454545455,69.25,60.1,74.375,78.875,57.4545454545455,72.9,68.4545454545455,50.5454545454545,45.4545454545455,56.6363636363636,20.8181818181818,59.3636363636364,43.5454545454545,80.0909090909091,38.3636363636364
Electoral fraud,73.4615384615385,46.2307692307692,86.7692307692308,36.1428571428571,75.2307692307692,48.0769230769231,83.7692307692308,72.1538461538462,68.3076923076923,72.0,85.3846153846154,84.4615384615385,85.2307692307692,87.9230769230769,69.4615384615385,87.8461538461538,66.2307692307692,47.6153846153846,73.9230769230769,69.0769230769231,74.0,36.0769230769231,46.3076923076923,38.1538461538462,52.1538461538462,24.1538461538462,80.4545454545455,70.0769230769231,78.9230769230769,59.6923076923077,53.8181818181818,68.2307692307692,54.8461538461538,83.3076923076923,79.1538461538462,30.5384615384615,78.1538461538462,79.9230769230769,71.6923076923077,77.4615384615385
Engage in espionage,77.3571428571429,67.2142857142857,85.9285714285714,49.4,83.0714285714286,60.5,75.5714285714286,66.5,77.2142857142857,80.1428571428571,68.6428571428571,68.3571428571429,63.7142857142857,83.0714285714286,78.3571428571429,75.7857142857143,77.0714285714286,68.4285714285714,72.7142857142857,73.6428571428571,78.5,44.1428571428571,43.7142857142857,80.8571428571429,41.4285714285714,36.0714285714286,83.8888888888889,68.5714285714286,81.8571428571429,57.5,91.7777777777778,65.0,64.7857142857143,70.9285714285714,70.5714285714286,40.5,74.9285714285714,76.7142857142857,86.7142857142857,85.5
Engage in group fight,67.9230769230769,85.0769230769231,71.6923076923077,50.2857142857143,54.8461538461538,65.6923076923077,55.8461538461538,69.1538461538462,66.2307692307692,71.6923076923077,49.1538461538462,72.6923076923077,58.6153846153846,69.0769230769231,84.1538461538462,60.6153846153846,62.6923076923077,70.5384615384615,84.6923076923077,73.5384615384615,79.3846153846154,51.5384615384615,80.8461538461538,62.2941176470588,48.5384615384615,68.4117647058823,63.6666666666667,64.1764705882353,68.8235294117647,59.0,64.6666666666667,64.2307692307692,60.9230769230769,58.4615384615385,70.3076923076923,52.2307692307692,68.2307692307692,53.9230769230769,82.2307692307692,60.9230769230769
Engage in group orgy,71.8,59.7333333333333,80.2,47.1428571428571,76.5333333333333,42.0666666666667,88.3333333333333,56.4666666666667,73.7333333333333,67.2666666666667,52.4666666666667,85.1333333333333,90.9333333333333,86.9333333333333,78.5333333333333,66.2666666666667,76.8666666666667,67.4,74.8,60.2,83.2,44.1333333333333,58.6666666666667,43.6875,91.3333333333333,45.3125,53.7,74.8125,84.0,48.7333333333333,71.1,70.8,90.8666666666667,80.9333333333333,91.1333333333333,94.0,89.8,79.8666666666667,86.5333333333333,74.0666666666667
Evade taxes,79.6363636363636,52.5454545454545,77.3636363636364,45.2857142857143,82.9090909090909,62.0,80.0909090909091,60.0909090909091,74.9090909090909,70.6363636363636,88.4545454545455,84.9090909090909,88.5454545454545,90.0,87.6363636363636,73.9090909090909,55.4545454545455,46.4545454545455,63.6363636363636,87.8181818181818,76.1818181818182,46.7272727272727,62.4545454545455,55.75,56.0,42.4375,69.7,93.375,78.0625,55.8181818181818,68.8,57.8181818181818,71.9090909090909,82.2727272727273,77.3636363636364,35.9090909090909,64.6363636363636,82.4545454545455,81.0909090909091,86.7272727272727
Extortion,60.4255319148936,70.0851063829787,71.6914893617021,67.0666666666667,54.1914893617021,68.7872340425532,66.4893617021277,65.6382978723404,62.2872340425532,63.0851063829787,59.4787234042553,72.1170212765958,61.7127659574468,73.1170212765958,69.3617021276596,61.6489361702128,63.4255319148936,64.1170212765958,73.6702127659574,72.7978723404255,71.7978723404255,40.0531914893617,51.3617021276596,66.2666666666667,45.0851063829787,40.0666666666667,77.4166666666667,57.8,76.8,63.2234042553191,75.5833333333333,67.5744680851064,55.6276595744681,71.8723404255319,57.4042553191489,38.1170212765957,57.0957446808511,66.6063829787234,68.7446808510638,76.1276595744681
Failure to support parents,26.9230769230769,39.3846153846154,70.0769230769231,47.5714285714286,56.3846153846154,82.7692307692308,64.1538461538462,73.3076923076923,75.9230769230769,23.3846153846154,32.2307692307692,64.2307692307692,29.6923076923077,74.0,46.2307692307692,40.0769230769231,77.9230769230769,43.0769230769231,37.4615384615385,26.1538461538462,41.0,18.1538461538462,35.3846153846154,54.95,33.9230769230769,19.15,67.4,73.0,66.75,28.9230769230769,56.5,48.4615384615385,41.6923076923077,49.8461538461538,41.9230769230769,15.3076923076923,64.5384615384615,34.3846153846154,24.5384615384615,25.3076923076923
False advertising,59.0,46.5333333333333,64.2666666666667,42.7142857142857,47.2,59.4,52.5333333333333,46.9333333333333,53.8,55.9333333333333,91.8,79.4,51.0,73.4,68.3333333333333,76.2,53.9333333333333,37.7333333333333,62.5333333333333,70.0,62.7333333333333,45.6,36.8,30.7058823529412,28.4666666666667,29.5882352941176,59.75,67.9411764705882,60.4117647058824,39.5333333333333,51.0,52.6,45.6666666666667,76.6,49.8,22.9333333333333,50.2,58.0,49.2,78.0
Falsely accuse,68.8666666666667,68.1333333333333,75.2666666666667,39.9285714285714,66.4,66.1333333333333,58.5333333333333,57.2,65.0,59.5333333333333,77.0,79.9333333333333,57.8666666666667,73.6666666666667,65.1333333333333,73.5333333333333,63.6666666666667,57.6,73.6666666666667,73.8666666666667,60.2666666666667,41.4,51.8,59.4761904761905,54.0666666666667,40.4285714285714,78.0,65.6666666666667,68.0476190476191,66.8666666666667,70.625,70.8666666666667,55.0,74.2,65.8,40.7333333333333,60.9333333333333,73.8,63.2,64.5333333333333
Fight,50.5833333333333,70.8333333333333,58.3333333333333,52.4666666666667,35.6666666666667,52.8333333333333,40.3333333333333,51.5,32.4166666666667,55.5833333333333,21.3333333333333,62.4166666666667,46.4166666666667,60.0,57.75,59.5833333333333,54.25,66.25,72.1666666666667,58.25,54.6666666666667,23.75,77.5,60.1764705882353,39.5833333333333,60.2941176470588,54.2727272727273,58.3529411764706,62.4705882352941,41.8333333333333,66.0909090909091,48.9166666666667,49.5833333333333,45.4166666666667,50.25,16.5,39.25,29.0,61.9166666666667,35.5
Flattery,43.2708333333333,38.3645833333333,48.9270833333333,29.5333333333333,39.8541666666667,41.8541666666667,38.46875,36.3854166666667,53.8229166666667,41.8958333333333,52.1041666666667,61.21875,49.0416666666667,52.6145833333333,42.0520833333333,43.4791666666667,44.0,34.1041666666667,38.5104166666667,37.3125,39.9166666666667,36.4583333333333,36.9791666666667,27.65,41.3229166666667,22.7,40.0,23.95,33.9,36.4791666666667,41.7777777777778,37.8541666666667,41.8125,57.7291666666667,45.125,32.875,52.59375,49.0208333333333,34.8958333333333,45.5520833333333
Fraud,84.25,60.5,85.625,52.5714285714286,65.0,62.1875,64.1875,61.6875,74.375,72.0,89.5,89.625,81.0625,89.125,77.1875,83.6875,76.8125,54.1875,86.0625,90.8125,88.1875,33.8125,65.3125,62.9411764705882,63.75,34.0588235294118,76.3333333333333,80.8235294117647,87.8235294117647,59.375,79.4444444444444,78.0,60.0625,86.25,75.25,37.9375,72.5,86.1875,79.25,90.5
Gamble,44.9230769230769,50.0769230769231,68.6923076923077,42.4285714285714,62.1538461538462,40.3076923076923,58.9230769230769,53.8461538461538,65.1538461538462,65.6923076923077,51.3076923076923,70.3076923076923,84.6923076923077,73.6923076923077,63.8461538461538,55.3846153846154,55.3076923076923,59.4615384615385,60.7692307692308,61.3846153846154,73.6153846153846,23.1538461538462,84.3076923076923,40.95,76.0,60.95,43.6363636363636,54.5,66.85,40.9230769230769,64.8181818181818,69.0,79.6153846153846,73.6153846153846,66.2307692307692,15.0769230769231,61.6923076923077,50.6153846153846,59.5384615384615,62.5384615384615
Hack,76.8461538461538,71.5384615384615,60.2307692307692,37.5333333333333,60.7692307692308,74.6923076923077,64.3076923076923,57.2307692307692,58.3076923076923,61.6153846153846,65.6923076923077,81.5384615384615,57.3846153846154,60.1538461538462,77.7692307692308,71.6153846153846,55.5384615384615,60.5384615384615,69.9230769230769,73.0769230769231,76.2307692307692,55.1538461538462,49.9230769230769,57.3333333333333,59.4615384615385,33.1666666666667,43.3636363636364,59.4166666666667,65.0,53.5384615384615,48.8181818181818,68.0,66.4615384615385,78.9230769230769,69.6153846153846,41.3076923076923,62.4615384615385,85.6923076923077,61.8461538461538,69.8461538461538
Harass others,53.1666666666667,64.25,83.5,52.8571428571429,49.8333333333333,37.0,50.9166666666667,49.4166666666667,60.6666666666667,25.4166666666667,37.4166666666667,83.6666666666667,74.75,79.0833333333333,61.1666666666667,49.8333333333333,70.5833333333333,46.5,65.25,51.3333333333333,64.1666666666667,22.9166666666667,44.3333333333333,51.1578947368421,70.4166666666667,58.2631578947368,56.6,61.4736842105263,60.4210526315789,64.8333333333333,59.4,83.5833333333333,69.75,63.0833333333333,76.9166666666667,67.5833333333333,72.5833333333333,51.9166666666667,74.75,39.5833333333333
Harbor fugitives,69.8461538461538,44.8461538461538,63.3846153846154,45.6,51.1538461538462,47.2307692307692,80.0,53.2307692307692,49.2307692307692,59.0769230769231,76.5384615384615,72.8461538461538,50.1538461538462,70.1538461538462,70.6153846153846,66.0769230769231,52.3076923076923,54.6153846153846,61.8461538461538,54.2307692307692,74.6153846153846,30.3076923076923,47.0,50.625,35.7692307692308,43.375,56.6363636363636,68.4375,75.1875,41.2307692307692,58.3636363636364,53.4615384615385,48.4615384615385,54.0769230769231,55.0769230769231,30.3846153846154,60.2307692307692,57.4615384615385,78.3846153846154,52.1538461538462
Hijack vehicles,77.0,86.0,81.0769230769231,56.9285714285714,46.6923076923077,56.4615384615385,79.0769230769231,65.6923076923077,54.7692307692308,75.3846153846154,30.0,78.8461538461538,59.8461538461538,81.2307692307692,81.9230769230769,72.0,79.8461538461538,81.0,83.6923076923077,82.6923076923077,85.3846153846154,39.7692307692308,57.3076923076923,59.0,42.3846153846154,61.125,65.8333333333333,59.625,83.6875,71.2307692307692,74.3333333333333,69.9230769230769,46.5384615384615,72.0769230769231,66.9230769230769,17.6923076923077,63.6153846153846,75.3076923076923,88.1538461538462,64.8461538461538
Hire child labor,55.0,39.5333333333333,66.8666666666667,48.7142857142857,51.2,66.8,65.6666666666667,65.6666666666667,63.2,44.7333333333333,49.8,72.2,54.4666666666667,72.8666666666667,54.6,64.2666666666667,63.0666666666667,56.8,70.4666666666667,46.2666666666667,70.1333333333333,25.6,43.7333333333333,35.1764705882353,40.8666666666667,24.6470588235294,51.4,68.7647058823529,68.5294117647059,62.7333333333333,60.3,73.4666666666667,51.8,73.4,55.6,21.1333333333333,40.6,61.0,68.2,66.0
Human trafficking,80.0,69.0625,84.5,80.6,66.625,75.875,72.1875,82.25,60.75,73.1875,67.75,83.3125,62.9375,89.375,76.4375,73.75,58.1875,78.75,83.625,68.3125,79.25,24.6875,50.875,57.9411764705882,48.9375,36.2941176470588,84.0,79.1764705882353,76.5882352941177,72.625,86.7777777777778,73.9375,52.25,73.75,76.125,45.4375,60.875,78.25,81.875,80.4375
Incest,49.4666666666667,45.4666666666667,78.9333333333333,44.1333333333333,75.9333333333333,38.0,61.2666666666667,51.2666666666667,77.1333333333333,50.3333333333333,47.0,65.8666666666667,77.6,89.0,65.2,55.7333333333333,69.4666666666667,56.9333333333333,59.1333333333333,37.6,53.2666666666667,33.7333333333333,53.9333333333333,33.9166666666667,88.0,49.25,45.0909090909091,51.5,93.5,60.6,62.4545454545455,71.2666666666667,76.8666666666667,48.0,91.8,96.4,83.4,52.2666666666667,61.4,48.8666666666667
Incite evil behavior,66.4545454545455,74.7272727272727,83.5454545454545,55.2,58.3636363636364,64.9090909090909,69.0909090909091,79.3636363636364,65.5454545454545,44.8181818181818,57.0909090909091,79.3636363636364,69.0,82.2727272727273,78.6363636363636,76.0,69.7272727272727,64.3636363636364,78.0909090909091,51.4545454545455,79.5454545454545,37.0909090909091,52.6363636363636,62.4285714285714,59.7272727272727,49.0714285714286,61.8,60.2857142857143,71.5,72.7272727272727,69.0,76.1818181818182,58.9090909090909,74.7272727272727,74.5454545454545,41.2727272727273,55.1818181818182,63.9090909090909,65.5454545454545,52.0909090909091
Incite suicide,45.3,79.6,63.7,64.9285714285714,52.7,78.1,41.4,79.3,48.4,58.6,56.0,71.3,52.5,74.7,48.9,43.7,83.4,78.6,86.5,51.9,65.8,40.9,40.1,89.5714285714286,26.0,52.7857142857143,65.1111111111111,61.2142857142857,76.1428571428571,52.0,78.7777777777778,74.1,47.9,45.4,73.1,32.8,56.2,45.1,60.2,29.1
